Geneid,AK079M,AK083M,AK095M,AK096M
ENSG00000152234,776.25,8754.8,10264.15,1586.03
ENSG00000152240,40,508.67,633.33,125
ENSG00000152242,150,316.5,344,235
ENSG00000141622,2,0,4,1
ENSG00000167210,0,0,0,0
ENSG00000101638,0,0,0,0
ENSG00000078043,115,416,427,199
ENSG00000167216,0,19,22,14
ENSG00000274744,1.83,0,0,0.2
ENSG00000275553,6.04,0,0,1.85
ENSG00000278674,4.17,0,0,3.1
ENSG00000183791,3.04,0,0,2.35
ENSG00000206181,0.33,0,0,0
ENSG00000167220,20,112.5,126,63
ENSG00000267228,35,197,236,98.5
ENSG00000134049,35,192.5,234,97
ENSG00000215474,0,0,0,0
ENSG00000175387,298,1566,2006,504
ENSG00000184828,0,0,4,0
ENSG00000134030,31,251,407,88
ENSG00000101665,784,432,669,1229.5
ENSG00000141627,37,441,431.33,90
ENSG00000177576,358.72,1629.31,1803.12,683.94
ENSG00000215472,414.5,1997.64,2181.36,772.77
ENSG00000265681,404,1967.31,2142.49,774.27
ENSG00000101670,4,10,9,12
ENSG00000167315,286.5,1193.67,1548.5,418.83
ENSG00000266997,38,95.5,115.25,60.2
ENSG00000167306,189.7,373.33,479.75,271.7
ENSG00000172361,30,6,7,18
ENSG00000141644,736,1104,1549,1265.5
ENSG00000154832,541,1117,1662,1029
ENSG00000154839,47,476,449,84
ENSG00000141639,0,0,2,0
ENSG00000134042,0,3,1,0
ENSG00000082212,196.5,1566,1559.5,388
ENSG00000141642,44.5,75,106.6,106
ENSG00000267699,16.5,67,89.73,35
ENSG00000141646,282,981.5,1280.33,466.17
ENSG00000176624,443,945,1059,904
ENSG00000187323,0,2,0,0
ENSG00000280098,0,0,0,0
ENSG00000134046,205,986,1132.17,382
ENSG00000101751,150,227,282,169
ENSG00000174448,0,1,0,0
ENSG00000166845,44,117,132,90
ENSG00000178690,0,0,0,0
ENSG00000041353,30,442,543,116
ENSG00000166510,22,83,115,52
ENSG00000196628,8,103,111,29
ENSG00000091164,226,1102.5,1092.33,327
ENSG00000091157,75,330,447,132
ENSG00000228075,0,1,1,1
ENSG00000177511,0,0,0,0
ENSG00000119547,13,50,54,23
ENSG00000066926,99,924,968,200
ENSG00000134440,502,3775,4358,991
ENSG00000081923,350,1039,1323,401
ENSG00000049759,310,1237,1271.33,362
ENSG00000198796,346,627.5,778,361
ENSG00000172175,182,937,927,421
ENSG00000074657,334.67,1410.25,1758,630.4
ENSG00000166562,50,499,471,102
ENSG00000134443,0,0,0,0
ENSG00000134438,0,0,0,0
ENSG00000166569,0,0,0,0
ENSG00000074695,212,2219,2512,404
ENSG00000183287,17,82,133,54
ENSG00000141682,313,74,80,224
ENSG00000166603,0,0,0,0
ENSG00000101542,0,0,0,0
ENSG00000176641,0,3,2,0
ENSG00000197563,74,583,726,154
ENSG00000134444,241,756,976,388
ENSG00000141655,149,280,540,328
ENSG00000141664,497,681,807,901
ENSG00000081913,321,488,1397,921
ENSG00000171791,20,23,21,36
ENSG00000119537,180,605,880,254.5
ENSG00000119541,183,744,758,368
ENSG00000206075,0,0,1,0
ENSG00000166634,0,0,0,0
ENSG00000197641,0,0,0,0
ENSG00000206073,0,2,3.5,0
ENSG00000057149,0,0,1.5,0
ENSG00000206072,0,2,2,0
ENSG00000166396,4,6,19.25,7
ENSG00000197632,0,0,0,0
ENSG00000242550,0,0,0,0
ENSG00000221887,0,2,0,2
ENSG00000166401,77,208,313,104
ENSG00000081138,0,0,0,0
ENSG00000071991,0,0,0,0
ENSG00000171451,21,24,23,20
ENSG00000166479,98,595,659,152
ENSG00000150636,0,0,0,0
ENSG00000206052,0,0,0,0
ENSG00000150637,0,8,7,3
ENSG00000176225,225,790,1053,363
ENSG00000170677,722,1052.83,1736.5,1387.5
ENSG00000141668,0,2,4,0
ENSG00000166342,0,0,0,0
ENSG00000141665,5,14,23,17
ENSG00000075336,146,349,377,229
ENSG00000166347,64,583,743,164
ENSG00000206043,0,0,0,2
ENSG00000187773,0,0,0,1
ENSG00000133313,355.5,1486.67,1920.67,530.5
ENSG00000150656,0,0,0,2
ENSG00000215421,266,507,660,451.5
ENSG00000180011,223,475,550,407
ENSG00000179981,152,521,827,385
ENSG00000206026,0,0,0,0
ENSG00000101493,342,420,878,920
ENSG00000275763,0,0,2,5
ENSG00000130856,378,488,625,508
ENSG00000197971,118,636,672,235
ENSG00000166573,0,0,0,0
ENSG00000256463,0,0.33,0,0
ENSG00000166377,117.5,617,767,267
ENSG00000131196,258,526,1078.5,740
ENSG00000060069,426,1138,1601.5,1041
ENSG00000178342,0,0,0,0
ENSG00000122490,62,207,315,166
ENSG00000226742,19,107,76,52
ENSG00000141759,273,1226,1447,556.5
ENSG00000267127,38,114,166,71
ENSG00000101546,156,607,712,312
ENSG00000101544,689,1396,1749,1331
ENSG00000178184,9,34,82,23
ENSG00000262634,0,0,0,0
ENSG00000262102,0,0,0,0
ENSG00000263310,0,0,0,0
ENSG00000274273,0,0,0,0
ENSG00000277015,0,0,0,0
ENSG00000176695,0,0,0,0
ENSG00000141934,269,1529,2032,724
ENSG00000105556,237,383,593,760
ENSG00000105549,15,4,9,19
ENSG00000183186,4,20.17,24,10
ENSG00000129946,7,10,30.5,6
ENSG00000181781,0,0,2,0
ENSG00000099866,4,1.5,0,5
ENSG00000141933,69,205,346.5,166
ENSG00000099804,455,1132.5,1645.5,1216.5
ENSG00000197540,24,15,22,17
ENSG00000172270,866,7849.67,11360.67,2450.5
ENSG00000099822,212.33,1546.25,2456.42,740.17
ENSG00000099821,1527.83,4322.33,6710.17,3667
ENSG00000070388,7,4,8,23
ENSG00000070423,635.28,1030.67,1532.33,1485
ENSG00000070404,1311.5,1402.5,2632,2861.5
ENSG00000185198,4,0,0,0
ENSG00000099864,30,240,468,119
ENSG00000099812,2542,4603.5,7383,5396.5
ENSG00000011304,2656.5,8600.5,11587.83,4468.83
ENSG00000129951,11,111,118.5,31
ENSG00000172232,10,5,9,13
ENSG00000196415,6,4,9,2
ENSG00000197561,2,4,4,2
ENSG00000197766,41,217,363.5,117
ENSG00000175221,439,1312.25,2021,949.67
ENSG00000198858,293,502,954,525.5
ENSG00000116014,0,18,13,5.5
ENSG00000116017,98,275,489,221
ENSG00000065268,324.5,1335.5,2183.5,651
ENSG00000116032,32,84,203.33,159.5
ENSG00000182087,1569.33,3297.33,4310.17,3070.5
ENSG00000064666,218,2015,2974.33,503
ENSG00000064687,237.5,747.5,1512.5,567
ENSG00000180448,40,45,102.5,79
ENSG00000099817,298,1690,2170.5,614
ENSG00000167468,1002.5,3689,4801,1814.5
ENSG00000064932,2549.5,4353,5993,5204
ENSG00000118046,361,826,1186,803
ENSG00000099625,224.12,96,139,320
ENSG00000099624,288,1287,1966,819.5
ENSG00000167470,4432,2505,4132,9233.5
ENSG00000099622,572,950.5,1213,1148
ENSG00000228300,699,1066,1786,1670
ENSG00000099617,19,21,55,40
ENSG00000160953,184,763,1069.5,499
ENSG00000115286,135,651,1157.5,292
ENSG00000130005,44,503,680,104
ENSG00000071626,868,3410.25,4726.67,2167
ENSG00000115268,1748.77,7592.77,9549.68,4351.4
ENSG00000115266,193,177,239,313
ENSG00000119559,145,109,162,288
ENSG00000115257,19,47,76,49
ENSG00000115255,3,76,103,22
ENSG00000185761,85,126,202.33,152.25
ENSG00000185988,4,0,0,1
ENSG00000181588,155,404,713,566
ENSG00000071655,497,1277,1875.5,1118
ENSG00000267059,201.5,686.25,927.5,550.5
ENSG00000127540,201.5,686.25,927.5,550.5
ENSG00000071564,492,2147,3459.5,1408
ENSG00000205922,0,0,1,0
ENSG00000130270,119,288.5,396.5,208
ENSG00000079313,1116,2069.5,3156.5,2434.5
ENSG00000129911,740.96,416.5,787.5,2048.83
ENSG00000129968,239.49,816.03,1311.25,664.82
ENSG00000227500,64,514,777,224
ENSG00000213638,204,113,171,566
ENSG00000133275,305,1036,1533,841
ENSG00000133243,185,1606.17,2157,575
ENSG00000099875,411.5,1592.5,2180,852
ENSG00000172081,85,185,279,135
ENSG00000099840,9,7,16,17
ENSG00000065000,1152,4315.5,5697.5,2127.5
ENSG00000104885,2863,2937,4154,5684
ENSG00000104886,405,424,510,722
ENSG00000104897,1408,2715.5,3712.33,2720.5
ENSG00000104899,809,809,1079,1402.5
ENSG00000167476,1,14,17,0
ENSG00000104904,745.58,5534.12,7518.92,1843.44
ENSG00000273734,101.96,769.37,1032.58,271.61
ENSG00000188305,0,0,0,0
ENSG00000220008,2,0,0,0
ENSG00000130332,261,715,939,615
ENSG00000005206,197.96,585,876,460.94
ENSG00000178297,7,4,0,4
ENSG00000099800,243,626,802,607
ENSG00000176619,617,3584.5,4752,1535
ENSG00000099860,2182,258,300,2222
ENSG00000176533,0,0,0,0
ENSG00000176490,32,21.5,45.5,56
ENSG00000267001,31.5,77.5,85,56.5
ENSG00000141873,138.5,445,656.5,317.5
ENSG00000104969,411,1316.5,1679,861.5
ENSG00000172009,470,2498.5,3711.33,1156
ENSG00000172006,18,11,5,17
ENSG00000186300,51.5,64.5,40.33,85
ENSG00000172000,0,0,0,0
ENSG00000171970,100.5,104.5,75.67,167
ENSG00000175691,56,59,97,87
ENSG00000104953,7,57,66,28
ENSG00000065717,0,121,200,20
ENSG00000104964,204.5,1375,1706.5,611
ENSG00000088256,230,1052.5,1337,502.5
ENSG00000060558,5,0.5,6,0
ENSG00000125910,12,5,0,8
ENSG00000125912,513,2061,3218.83,1320.33
ENSG00000161082,6,9,9,20
ENSG00000141905,269,2119,2511.5,834.5
ENSG00000095932,0,0,0,3
ENSG00000129932,410,480,715,731
ENSG00000105325,313.5,1187,1818.5,789.5
ENSG00000161091,1366.5,2852.6,4422.5,2325.5
ENSG00000183397,10,6,7,13
ENSG00000064961,638,1705.5,2595,1141
ENSG00000179855,0,0,3,0
ENSG00000006638,6.5,6,14.5,13
ENSG00000105298,395,657,937,654
ENSG00000186111,72,533,908,278
ENSG00000105289,0,36,47,15
ENSG00000011132,268,380,586,463
ENSG00000183617,85,349,494,241
ENSG00000173976,0,0,0,0
ENSG00000007264,7,3,7,3
ENSG00000105278,0,0,0,0
ENSG00000167654,0,0,0,2
ENSG00000077009,0,0,0,0
ENSG00000167657,800,678,970,1122
ENSG00000167658,7843.5,43760.67,54865,14826.5
ENSG00000105229,246,853,1278.67,629.5
ENSG00000178951,1238,1221,2024,3261
ENSG00000126934,437,3600.67,5037.17,1162.5
ENSG00000060566,3,6,6,1
ENSG00000077463,378,570,1048,809
ENSG00000089847,12,14,21,26
ENSG00000105246,17,22,64,14
ENSG00000105248,294.5,399,515,406.5
ENSG00000105251,1,0,0,0
ENSG00000167664,0,0,2,0
ENSG00000105255,32,196,224,60
ENSG00000178078,2,2,4,0
ENSG00000008382,25,253,406,79
ENSG00000141985,254,1465,2002.5,729.67
ENSG00000167670,312,1698,2081,876
ENSG00000167671,264,1048,1671,561
ENSG00000167674,145,942,1212,350
ENSG00000167676,9,28,12,12
ENSG00000214456,4,5,5,0
ENSG00000267385,1,0,0,0
ENSG00000171236,3,6,4,0
ENSG00000167680,54,1351,1253,174
ENSG00000185361,23,83.5,143,50
ENSG00000074842,225,890,1167.5,411
ENSG00000142002,882,3406.5,4776.67,2050.5
ENSG00000141965,1018.02,965.27,1410.28,2068.15
ENSG00000127666,477,415,611,957
ENSG00000105355,812,2401.5,4117,1835
ENSG00000205784,0,0,0,0
ENSG00000276043,526.5,2958.5,4050,1444.5
ENSG00000127663,79,409.5,795,319
ENSG00000105426,367,7314.5,11238,910
ENSG00000105428,0,0,0,0
ENSG00000130254,652,1274.5,1371.5,956.5
ENSG00000160633,982.5,2085.5,2245.5,1659
ENSG00000130255,1592.17,4509.25,5213,3303.17
ENSG00000174917,116,443.5,643,386.5
ENSG00000167733,16.67,26,47,31
ENSG00000196365,662,3938.67,5296,1442
ENSG00000174898,1,0,1,2
ENSG00000212123,251.83,120.67,145.17,319
ENSG00000267157,72.08,67.67,95.67,90
ENSG00000141994,1110.08,1254.67,1751.17,1527
ENSG00000171119,2,8,21,13
ENSG00000156413,0,0,0,4
ENSG00000171124,0,0,0,0
ENSG00000130383,0,2,1,0
ENSG00000267740,126,541.17,762.67,323
ENSG00000174886,194,671.17,970.67,436
ENSG00000267314,3,3.5,9,14.5
ENSG00000187650,18,8.5,33,24.5
ENSG00000105519,20,41,58,52
ENSG00000031823,228,1188,1401,596.33
ENSG00000087903,39,259,374,176
ENSG00000130377,0,0,0,0
ENSG00000130382,277,752,1126,533
ENSG00000167769,0,0,0,0
ENSG00000125656,310,1134,1473.5,592
ENSG00000125652,80,579,852,220
ENSG00000125650,14.5,12,18,15
ENSG00000125651,392,1294,1633,712.5
ENSG00000088247,1600.5,6126,7566.5,2936.5
ENSG00000181240,2,0.5,8,0
ENSG00000125648,49,464.5,616,73
ENSG00000130545,3,40,72,35
ENSG00000205744,3,4,10,0
ENSG00000104833,31.36,340.52,444.27,74.59
ENSG00000125657,105,88,91,103
ENSG00000125726,46,175.5,316,124
ENSG00000125735,2,0,0,0
ENSG00000125730,183,1225.5,2214,176
ENSG00000125734,195,685,1065,312
ENSG00000125733,942,1791,2165,1528
ENSG00000125731,537,540,849,803.33
ENSG00000141968,105,154,126,99
ENSG00000174837,5,23,60,7
ENSG00000237247,0,0,0,0
ENSG00000205718,0,0,0,0
ENSG00000230522,0,0,0,0
ENSG00000182315,0,0,0,0
ENSG00000130544,254.5,169,202,399.5
ENSG00000171105,30,367,671,132
ENSG00000263264,0,0,0.11,0.17
ENSG00000268861,338.5,1153.25,1847.94,835.92
ENSG00000104880,357.5,1201.25,1910.94,876.92
ENSG00000104883,14,47,54,33
ENSG00000198723,1,1,11.68,2.14
ENSG00000267952,4.5,20.5,48.41,5
ENSG00000198816,146.5,730,1316.91,380
ENSG00000090674,116,261,437,176
ENSG00000268614,14,18,34,17
ENSG00000032444,308,1838,2919.67,631
ENSG00000076826,148,295.5,662,446
ENSG00000076924,490,1225,1819,819
ENSG00000229833,88.86,202.25,195,163.11
ENSG00000268400,64.19,176.75,200.25,143.94
ENSG00000174788,0,0,2,1
ENSG00000076944,291.44,961.5,1285.25,442.44
ENSG00000104918,0,0,0,0
ENSG00000183019,0,0,0,0
ENSG00000269711,15.5,54,101.17,61.5
ENSG00000181029,119.5,393,550.5,334.5
ENSG00000104921,0,0,0,0
ENSG00000182566,0,0,0,0
ENSG00000090659,0,0,0,0
ENSG00000104938,0,0,0,0
ENSG00000142459,12,82,133,30.5
ENSG00000183248,18,94,75,30
ENSG00000171017,247,235,370,391
ENSG00000076984,258,549,735,619.5
ENSG00000260001,3,4,17,15
ENSG00000104976,322,719,1181,762
ENSG00000178531,55,73,131,149
ENSG00000104980,297,688,836,432
ENSG00000066044,185.5,1428,1622.08,459
ENSG00000131142,0,0,0,0
ENSG00000142449,0,0,1,1
ENSG00000090661,8,89,119,22
ENSG00000167775,460,1999,2777.5,1013
ENSG00000167774,63,298.5,353.5,138.5
ENSG00000267855,65,298.5,353.5,138.5
ENSG00000233927,505.95,1935.03,2379.5,1343.73
ENSG00000186994,87,166,268.5,238
ENSG00000167772,408,505,790,735.5
ENSG00000185236,261,1343,1611.5,565
ENSG00000099785,27,293,378,105
ENSG00000099783,1077.5,6978.5,8729.83,2261
ENSG00000133246,12,0,11,7
ENSG00000133250,328,308,488,585
ENSG00000142347,2,12,21,6
ENSG00000142303,314,745,1379.5,746
ENSG00000181786,0,0,0,0
ENSG00000181733,0,0,0,0
ENSG00000167785,121.5,138,162,228.5
ENSG00000170948,0,0,0,0
ENSG00000181143,8,13,8,4
ENSG00000170929,0,0,0,0
ENSG00000170923,0,0,0,0
ENSG00000161807,0,0,0,0
ENSG00000170920,0,0,0,0
ENSG00000130803,466,520,652,735
ENSG00000188000,0,0,0,0
ENSG00000174667,0,0,0,0
ENSG00000237521,0,0.25,0,0
ENSG00000196110,66,64,74,116
ENSG00000188321,66,111.5,106.5,85
ENSG00000270011,10.5,27.5,23.5,19
ENSG00000188629,0.5,7,3,3
ENSG00000174652,48,105,127,93
ENSG00000198028,0,0,0,0
ENSG00000130818,17,2.12,21,9.5
ENSG00000197961,492.67,428.33,454,545
ENSG00000171469,222.17,212.58,266.42,278.67
ENSG00000279471,5,0,0,2
ENSG00000171466,205.17,202.33,212.92,252.17
ENSG00000224689,4.5,4.33,3.17,5.17
ENSG00000196605,3,28,13,7
ENSG00000127452,369,242,443,632
ENSG00000198258,261.5,835,1067,601
ENSG00000127445,107.5,704.67,993.5,337
ENSG00000105088,12,238,404,42
ENSG00000080573,581,80,305,728
ENSG00000080511,2,0,3,2
ENSG00000130813,69,150,250,201
ENSG00000130812,0,2,2,2
ENSG00000243207,1366.25,800.92,973.17,1979.5
ENSG00000130810,858.25,677.92,809.92,1473.5
ENSG00000244165,593,176.17,232.92,649
ENSG00000130811,751,2342,2953,1625
ENSG00000130816,708,4368.5,5475.5,1545
ENSG00000267534,24,51,92,30
ENSG00000105364,545,1709,2275,1084
ENSG00000090339,247,65,261,176
ENSG00000105371,26,0,0,7
ENSG00000105376,77,44,33,64.25
ENSG00000220201,103,39,60,87
ENSG00000167807,46,74.5,106.5,112.5
ENSG00000267673,79,114.5,161.5,198.5
ENSG00000267303,67,266.5,325,177.25
ENSG00000161847,688,1918.5,2763,1351.25
ENSG00000076662,40,126,178,91
ENSG00000105397,449,1550,2155,778
ENSG00000105401,1067.5,3170,4014,1950
ENSG00000065989,78,281,366,170
ENSG00000079999,644,2711,3432,1630.67
ENSG00000180739,12,57,73,30
ENSG00000130734,178,397,545,315
ENSG00000129347,450,751,932,879.5
ENSG00000129355,11,73.5,60,75
ENSG00000129354,159,420.5,426.5,235
ENSG00000129353,2,193,306,28
ENSG00000129351,1737,8232.5,9723.33,3398.67
ENSG00000213339,275,730,1029,539
ENSG00000079805,258,3052,3533.33,695.5
ENSG00000099203,80,300,467,164
ENSG00000214212,0,0,1,0
ENSG00000142453,274,1612,1952,578
ENSG00000130733,125,360,590,264
ENSG00000142444,274,182,329,494
ENSG00000127616,644,562,790.33,1076
ENSG00000130164,1190,1535,1892,1428
ENSG00000161888,44,626,745,200
ENSG00000197256,78,629,1048,294
ENSG00000130158,231,844,1320,435
ENSG00000130173,0,0,0,0
ENSG00000130167,0,0,0,0
ENSG00000105514,11,191,291,66
ENSG00000105518,244,1240,1699.83,559.67
ENSG00000183401,40,44,82,39
ENSG00000105520,70,252,494,136
ENSG00000173928,45,55,69,74
ENSG00000187266,97,185,285,219
ENSG00000205517,16,65,89,30
ENSG00000198003,5,26,20,6
ENSG00000130175,791.33,6125,8362,1651
ENSG00000196361,0,0.5,0,1
ENSG00000267477,37.5,39,60,55.5
ENSG00000161914,158.5,178.5,271,311.5
ENSG00000130159,301,1021.5,1367.5,540
ENSG00000130176,10,5,3,1
ENSG00000130165,158,471,551,380.5
ENSG00000198551,52,111,135,95
ENSG00000102575,0,0,0,0
ENSG00000197933,32.5,118,95,97.5
ENSG00000197044,2.5,0,0,0
ENSG00000177599,0,0,0,0
ENSG00000171295,5,6,2,8
ENSG00000171291,0,0,0,0
ENSG00000198429,0,0,0,0
ENSG00000196757,6,17.75,16,14.5
ENSG00000267179,0,0.75,0,0.5
ENSG00000197054,0,0,0,0
ENSG00000197647,0,0,0,0
ENSG00000257355,0,0,0,0
ENSG00000257446,0,0,0,0
ENSG00000223547,0,0,0,0
ENSG00000214189,0,0,0,0
ENSG00000132010,0,0,0,0
ENSG00000213297,0,0,0,0
ENSG00000257591,0,0,0,0
ENSG00000196646,36,51.44,28,37
ENSG00000197857,3.5,14,5.25,2
ENSG00000188868,0,0,0.25,0.83
ENSG00000198342,0,1.72,1,0
ENSG00000268744,1.83,0.42,3.47,2.22
ENSG00000196466,62.29,62.68,122.21,75.83
ENSG00000268870,9.29,11.71,20.04,15.78
ENSG00000180855,39.58,68.92,91.78,68.36
ENSG00000269755,0,0,0,0
ENSG00000242852,0,0.22,3,3
ENSG00000196826,1,1.72,4,2.5
ENSG00000249709,59,123.5,140,175.5
ENSG00000269693,4,7.06,11.5,7
ENSG00000188033,36,60.17,96.5,43
ENSG00000173875,281,299.22,351,359
ENSG00000269242,7,91,172.5,24.5
ENSG00000104774,76.5,837.42,1267,172
ENSG00000269590,61,275.42,364,107.75
ENSG00000123154,85,166,188,169
ENSG00000105583,134.5,466.17,661.5,247.25
ENSG00000095059,221,712,839,414
ENSG00000132004,298,323,515,453
ENSG00000105576,1417,1629,2097,2411
ENSG00000123144,707,1722,2170,1607
ENSG00000198356,180,1076,1285,345
ENSG00000039987,0,3,2,1
ENSG00000095066,112,237,350,198
ENSG00000171223,3769,2701.5,4841,5525
ENSG00000167815,0,5,3,0
ENSG00000104889,101,1070,1377,337
ENSG00000132026,0,3,2,0
ENSG00000105613,44,69,73,87
ENSG00000105612,31,642,713,89
ENSG00000105610,0,0,0,0
ENSG00000105607,108,261,404,205
ENSG00000161860,1,3,7,0
ENSG00000179115,813.5,2548,3057.5,1788.5
ENSG00000179218,585,11651.5,14625,1275
ENSG00000179262,1134.33,2513.67,3196,1877.33
ENSG00000179271,248,820,1037,612
ENSG00000179284,1,4,3,0
ENSG00000008441,41,210,326,135
ENSG00000104903,7,0,0,4
ENSG00000104907,917,1125.33,1445.67,1741
ENSG00000160877,477,1564,2344,1157
ENSG00000104915,295,860,1076,508
ENSG00000160888,4622,1356,2420.5,6051.5
ENSG00000141837,5,5,6,3
ENSG00000104957,386,307,449,610.29
ENSG00000037757,163,572,715,407
ENSG00000104979,110,512,433,224
ENSG00000280221,10,3,9,1
ENSG00000132003,361,634,1058,624
ENSG00000187556,4,8,19,13
ENSG00000132016,0,4,10,2
ENSG00000132024,140,710,1144,282
ENSG00000132000,4,11,26,8
ENSG00000132017,303,658,940,607
ENSG00000132005,288,570,862,677
ENSG00000171136,0,0,0,0
ENSG00000104998,41,318,543,111
ENSG00000187867,10,47,40,17
ENSG00000141854,47,46,82,124
ENSG00000188032,7,4,6,12
ENSG00000141858,297,1505,2111,974
ENSG00000072062,51,750,974,188
ENSG00000105011,37,313,441,113
ENSG00000072071,35,369,668,133
ENSG00000123146,635.5,2863.5,4465,1316.5
ENSG00000123136,1218,2604,3398,1788
ENSG00000123143,965,5928.83,9104.77,2219.5
ENSG00000160951,16,5,11,10
ENSG00000123159,453,1580,2590.5,1142
ENSG00000132002,1250,2803,3747.5,2190.67
ENSG00000099797,128.5,2257,3008,366.5
ENSG00000099795,246,981,1263.5,755
ENSG00000187912,0,0,0,0
ENSG00000131355,1,0.5,0,0.5
ENSG00000160961,92,113,173,138
ENSG00000127507,55,171.5,299.5,93.5
ENSG00000127530,0,0,0,0
ENSG00000188269,0,0,0,0
ENSG00000127515,0,0,0,0
ENSG00000185385,0,0,0,0
ENSG00000127529,0,0,0,0
ENSG00000105143,0,0,0,0
ENSG00000160994,0,0,0,0
ENSG00000105141,0,0,0,0
ENSG00000094661,0,0,0,0
ENSG00000105137,246,756,999,549
ENSG00000105135,194,1149,1647,431
ENSG00000074181,288,3278.5,4126,595
ENSG00000105131,13,7,5,10
ENSG00000141867,1036,3825,4649.5,1803
ENSG00000105127,449,916,1263,849.5
ENSG00000011243,596.33,959,1143,935
ENSG00000011451,867,1242,1998,1491.5
ENSG00000105122,3,0,4,4
ENSG00000161031,4,0,2,0
ENSG00000171954,0,2,2,2
ENSG00000186526,0,1.5,1.17,0
ENSG00000186529,55.67,403,382.67,136
ENSG00000186204,18.5,63,155.83,40.67
ENSG00000171942,0,0,0,0
ENSG00000171936,0,0,0,0
ENSG00000172519,0,0,0,0
ENSG00000186723,0,0,0,0
ENSG00000186115,1.67,20.5,14.33,10.5
ENSG00000171903,76.17,951,928.25,178.33
ENSG00000176231,0,0,0,0
ENSG00000167460,746.83,4982.67,8039.08,1476.17
ENSG00000167461,114,551,698,243
ENSG00000196684,4,2,9,2
ENSG00000141977,0,0,0,0
ENSG00000105058,143,357,432,247
ENSG00000072958,180,827,1043,415
ENSG00000127528,1098,386,971,1364
ENSG00000127527,124,710,936,359
ENSG00000269058,8,0,0,0
ENSG00000141979,151.33,126.92,168.53,338
ENSG00000105072,130,117,152,256
ENSG00000085872,1220,2142.5,2751,2083
ENSG00000127526,103,405.25,500.53,184.33
ENSG00000105085,250.33,166.17,203.03,543.33
ENSG00000268790,70.83,159.17,169.42,100.08
ENSG00000214046,85.5,165.5,176,116.25
ENSG00000072954,1,14,36,6
ENSG00000188039,0,2,0,0
ENSG00000127511,580,1083,1805,1096
ENSG00000127533,0,0,0,0
ENSG00000160111,0,0,2,1.5
ENSG00000131351,92,366,514,268
ENSG00000099331,415,2813,4728,1130.5
ENSG00000053501,57,122,161,68
ENSG00000099330,37,138,252,88
ENSG00000160113,570,1235.5,1949.62,1616
ENSG00000269095,59,155.5,244,204
ENSG00000130307,0,0,0.12,0
ENSG00000105393,195.25,831.75,1094,425
ENSG00000269307,82.75,371.25,494.5,195.5
ENSG00000160117,23,29,63,34
ENSG00000127220,21,75,112,39
ENSG00000130312,98,274,388,270
ENSG00000130311,244,457,476.5,382
ENSG00000074855,87,357,745.5,301
ENSG00000130299,439,600,1005,883
ENSG00000130300,2,0,0,0
ENSG00000130303,0,3,3,0
ENSG00000141971,85,517,762.5,246
ENSG00000188051,0,4,3,2.5
ENSG00000269035,0,2,2,1.5
ENSG00000171773,0,0,0,0
ENSG00000130304,23,120,191,70
ENSG00000130313,350,1436.33,2497.17,985
ENSG00000167483,7,8,5,7
ENSG00000130309,841,2978,4547.33,1728.5
ENSG00000130477,89,96,244,214
ENSG00000130479,894,1535,2194,1893
ENSG00000130475,228,959.33,1287,650
ENSG00000179913,21,146,355,93
ENSG00000248099,0,2.5,2,1
ENSG00000105639,18,57.5,44,34
ENSG00000105640,1594.7,7346.56,9371.95,4195.27
ENSG00000105641,13,13,6,7
ENSG00000007080,163,716,938,398
ENSG00000105642,8,32,34,6
ENSG00000105643,594,608.5,995,1261.5
ENSG00000096996,0,0,0,0.5
ENSG00000099308,88,331,560,252
ENSG00000105647,103,352.5,579,233.5
ENSG00000268173,101,351.5,579,230.5
ENSG00000216490,22,185,183,34
ENSG00000254858,67,175,193,138
ENSG00000105649,2,18,23,7
ENSG00000105650,0,2,5,4
ENSG00000130518,152,52,66,82
ENSG00000130522,1501,1109,1852,2823.5
ENSG00000130520,227,1346,1925,684
ENSG00000130517,8,68,69,9
ENSG00000130513,585,960,1136,548
ENSG00000175489,2,0,0,0
ENSG00000130511,350.5,1170.5,1632.67,830.5
ENSG00000105655,107,602,657.5,163
ENSG00000105656,230,324,369,560
ENSG00000105701,268.5,2445.33,3917.43,725
ENSG00000105700,364.5,1398.5,1720.83,637
ENSG00000221983,867.83,4615.97,5240.45,2386.93
ENSG00000006015,220,634.5,972,632
ENSG00000006016,1.5,20,31,6
ENSG00000105696,8,58.5,127,13
ENSG00000167487,30,131,244,122
ENSG00000105662,45,250,342,88
ENSG00000105664,9,0,4,0
ENSG00000005007,910.5,2195.5,2897,1764.33
ENSG00000130283,4,15.5,22,9
ENSG00000223802,24,153.5,156,72.33
ENSG00000105669,292,1958.42,2847.83,769.75
ENSG00000268193,50.5,86.5,157.5,90
ENSG00000105671,311,825,1237,649.5
ENSG00000051128,224.5,361.75,571,367.25
ENSG00000064607,869,1814,2448.17,1587
ENSG00000105676,300,777.5,1142,758
ENSG00000181035,2,20,18,9
ENSG00000064545,117,774,1300.33,296
ENSG00000064489,45,129.83,202.5,102.94
ENSG00000213999,20.5,77.33,131.5,40.94
ENSG00000254901,38.5,74.17,122,89.11
ENSG00000064490,83,452,680,218
ENSG00000184162,160,247,252,353
