,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK020_21F,AK029_30F,AK034F
ENSG00000276766,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276263,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274651,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274941,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276628,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274905,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278519,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274078,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277359,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275583,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274412,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274921,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273911,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273506,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277179,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274638,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278670,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276341,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276363,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276145,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276982,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273642,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275086,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274894,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276082,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275935,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274873,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277025,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274672,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275323,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275921,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276875,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277709,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277629,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276804,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275843,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276065,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273944,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276159,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274889,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274703,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278365,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276296,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276421,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275979,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277457,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277996,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277733,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275165,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278081,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274533,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276739,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277824,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277776,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275399,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274566,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275474,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274953,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275123,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275551,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275724,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273833,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277953,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273943,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278426,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277667,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277923,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273896,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274005,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275658,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276572,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275838,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276387,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273916,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277071,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278789,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274050,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274504,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274887,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275806,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277088,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278161,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277707,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274616,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278516,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274384,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273592,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274129,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274950,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275539,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275019,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273991,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277751,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274110,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276887,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274305,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273622,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275819,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276033,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278634,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277398,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277807,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276042,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277924,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278729,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274926,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275545,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274609,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276634,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275566,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275564,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273535,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278173,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277060,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278316,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274418,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277607,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273875,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278378,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277722,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276022,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274144,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277615,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278257,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278363,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274194,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278712,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277079,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277177,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274311,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274513,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278046,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275404,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274185,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278154,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278279,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275960,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274511,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278300,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274053,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275483,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278682,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275931,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278284,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278788,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276944,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274857,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278565,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274131,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278624,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277804,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277571,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274619,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274394,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275737,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276731,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275037,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278481,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277163,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275522,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277540,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276177,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278086,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275306,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276084,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274402,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277833,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275486,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278606,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275351,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275083,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278490,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275546,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274146,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276139,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277076,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276209,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278656,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274763,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275623,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278821,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277175,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278430,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274957,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278361,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275914,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275513,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274438,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275436,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277657,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278207,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274920,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275848,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275062,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275008,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274692,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274283,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278201,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276686,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275599,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278304,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277982,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277251,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274254,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275253,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278427,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274971,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278271,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275731,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275626,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276459,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274639,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278248,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278856,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275456,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276154,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276086,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275735,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278692,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275608,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278277,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273498,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275596,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275047,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273603,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275511,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276328,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277554,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275276,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273518,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278074,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274406,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275262,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277620,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278731,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274518,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278414,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274243,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277616,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276501,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274945,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274324,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274786,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276590,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275750,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277272,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277964,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274947,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278442,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275172,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276425,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273578,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276498,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277355,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276392,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277193,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275421,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278758,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278327,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276806,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276625,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275717,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277850,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275353,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278809,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275136,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277442,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274696,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277484,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274782,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274955,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276379,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277317,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276930,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275288,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278755,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275699,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278726,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277028,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273887,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275786,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275317,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276885,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275629,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275970,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276450,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277552,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277885,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276011,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274465,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275937,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278306,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276820,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275732,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278116,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275500,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276327,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276882,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276985,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278025,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274108,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277392,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277356,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278368,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277750,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276465,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278710,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276858,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275521,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277725,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274480,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276423,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274610,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275237,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274714,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274722,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275269,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277334,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275433,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273947,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273510,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278079,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276779,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273526,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275416,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273738,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275637,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277596,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278369,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275080,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274707,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274563,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275659,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276044,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277078,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278474,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276218,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273502,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276310,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273775,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277362,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276395,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278850,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274724,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276258,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275946,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275407,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276676,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278805,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276329,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274189,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277345,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276424,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274556,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274830,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273794,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274948,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273575,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274807,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276004,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275962,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276355,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275736,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276061,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276504,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275885,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277600,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276959,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273722,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275118,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278270,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274148,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274587,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278437,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275463,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275841,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274113,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277092,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276053,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275650,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276681,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273574,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278444,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277335,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275918,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275290,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275525,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277134,0,0,0,0,0,0,0,0,0,0,0,0,0
