Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000110315,140,502,529,22,8,1131,536,1005,143,542,414,256,409,1275,1156.5,1212.83,790.67,2533,3035.33,487,2234.5,896.5,997
ENSG00000133800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072952,2,1,0,0,0,0,1,3,0,0,0,2,1,1,1,0,0,0,6.5,0,3,0.5,3
ENSG00000198730,50,202,225,65,58,727,300,744,163,920,417,284,285,1853,1678.5,1773,1567.5,1411,3703.5,3415.5,2237.5,853.5,3140
ENSG00000110321,5634,18141,19827,1371,713,40887,18254,44064,10527,21395,16197,10214,17508,55208.16,47609.38,50447.48,37805.38,79522.63,86281.53,30581.48,94889.41,45900.37,58301.75
ENSG00000236287,146,1056,1101,55,18,2236,1376,3119,642,2179,1618,856,1566,2713.5,4350,2539,3406,4054.5,8888,5593.5,4664.5,1758,6999
ENSG00000110328,29,354,416,13,3,650,434,905,159,252,169,151,570,883,686,557,421,883,1196,119,1866.5,723,1109
ENSG00000254598,48,452,491,16,4,654,705,1487,112,296,231,342,821,1430.25,1012.33,1253.17,893.67,1754.58,2514.08,486.33,2309.33,870.75,1862.67
ENSG00000170242,126,547,613,86,34,2450,1223,2431,390,1470,963,583,866,3026.83,2774.67,2650.5,2401.67,2958.17,6125.5,2019.17,4404.83,1651.5,2569.17
ENSG00000050165,14,112,110,0,0,172,158,215,20,55,31,25,141,252,142,269,127,476,458,33,452,134,220
ENSG00000133816,69,714,781,57,16,1036,1184,2362,294,873,411,623,1496,3846.67,3337.5,3370.5,2383.67,3742,5997.42,1035.5,5129.17,2001.5,3618.17
ENSG00000133808,3,11,9,2,0,6,16,15,0,17,4,17,22,61,70,50,66,43.5,104,54,52.25,19,57
ENSG00000197702,48,300,284,10,6,652,383,880,135,220,158,182,477,1554,880,1503.5,968.5,1754.5,2382.5,300,2232.5,886,1875
ENSG00000187079,388,1941,1981,124,74,2922,1765,3373,564,1950,1290,1694,1962,4508.17,4946.5,5013.33,4619.67,7468.17,11285.5,2548.83,7914.17,3053,5229.83
ENSG00000189431,3,50,50,1,2,94,55,195,39,110,62,55,139,310,429,291,378,348,786,403,462,147,271
ENSG00000133794,44,272,266,27,15,336,328,480,87,274,181,234,653,827,833,557,539,643.5,1305.5,325,926,273,964.5
ENSG00000148925,74,752,798,22,8,1424,1165,1668,188,614,553,524,1100,1966,1656.5,1644,1315.33,2308.25,3651.83,748.83,2932.17,1152.67,2168
ENSG00000152266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
ENSG00000197601,65,332,417,25,8,1452,746,1583,204,762,562,346,469,2008.67,1840.5,1931,1415,2065.5,3672.5,681,2918,1146.5,1766.5
ENSG00000262655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
ENSG00000133818,74,695,740,22,10,1100,1009,999,168,626,564,538,852,1653,1759.52,1193,1182.5,2235,3827.38,728.33,2569.75,1063.5,1863.02
ENSG00000129083,155,988,998,66,28,6647,2116,7264,1411,2342,2167,826,2336,6868.17,4721.17,6144.5,4147.83,5153.33,8507.92,3177.75,7607.08,3261,8779.92
ENSG00000256206,133,436,460,32,16,1863,547,1714,260,711,659,290,608,2033.75,1437.33,1778.25,1276.25,2288,2977.58,812.25,2682.88,1171.75,2088.62
ENSG00000129084,206,721,775,54,24,3091,949,2936,445,1219,1101,477,947,3756.08,2655.33,3193.08,2333.75,4210.83,5413.08,1554.75,4819.04,2135.42,3699.12
ENSG00000152270,21,108,117,5,3,295,168,383,54,169,122,109,117,517.5,436.5,420,275,529,928.5,136,941,329,423.5
ENSG00000186104,12,137,123,12,6,353,153,395,59,294,228,133,147,414,537.5,347,341,678,1199.5,242,752,278,377
ENSG00000175868,0,0,0,0,0,2,0,0,0,1,0,1,0,3,2,1,5,5,6,1,0,0,1
ENSG00000110680,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,3,0,0,0
ENSG00000188487,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0
ENSG00000110693,0,2,0,0,0,4,1,0,0,3,1,3,2,7,6,9,5,8,18,3,1,0,1
ENSG00000110696,378,1188,1262,69,18,3401,1879,3230,578,1719,1072,736,1466,4877.83,3604,4032.83,2900.83,7157.75,8314.67,1657,7294.08,3376,5695.67
ENSG00000166689,24,421,365,26,10,291,339,490,103,330,191,385,690,940,1208,805,820,939.17,2330,576,941.5,363,1602
ENSG00000110700,1263,4195,4592,230,82,10771,4021,10696,2002,5864,5278,2015,3715,12180.5,11051.5,10866.58,8994,16067.33,18701.78,5208.27,17281,9076.07,11461.45
ENSG00000011405,172,1073,1079,97,34,2329,1724,3012,423,1516,1000,1052,1320,3143.5,3466.5,3313.5,2822,3628.5,7161.5,2273.5,4881.5,1923,3391.67
ENSG00000070081,70,138,152,11,4,854,390,662,92,269,204,89,210,1577.5,841.17,1524.5,878,2029.5,2589.5,228,2387.5,1057,1918.83
ENSG00000188211,14,80,69,6,3,101,75,120,16,83,65,90,77,133,162,167,140,252,653,158,255,90,128
ENSG00000187486,1,9,8,0,0,12,2,15,3,20,13,12,2,23,43,23,29.5,71,109,12,29,16,7
ENSG00000006071,4,27,19,1,0,30,21,51,12,49,27,29,44,51,76,61,51,120,216,59,74,33,79
ENSG00000006611,5,35,33,5,2,113,83,126,18,34,37,28,39,130,85,249,184,151,286,30,48,21,72
ENSG00000188162,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,7,0,0,0
ENSG00000129152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129159,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,1,7,8,20,3,5,3,4
ENSG00000129158,27,308,292,4,1,588,311,648,85,220,175,105,314,771,534,655,360.37,1345.61,1498.65,178.5,1334,489.25,783.87
ENSG00000129167,0,2,0,0,0,1,1,1,0,3,2,1,3,0,8.5,3,4.12,4.25,14.35,6,1,1.25,12.12
ENSG00000166788,84,246,318,22,10,1446,437,1335,247,586,466,209,468,1942.5,1346,1480.67,998.5,2180,3103,726,2981.5,1250,3031.5
ENSG00000148965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
ENSG00000179826,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,13,0,0,8
ENSG00000179817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
ENSG00000255071,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,1.25,0,0.25,3.25,5,0.5,0.5,10.75
ENSG00000134339,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1.75,2.25,0,2.25,4.25,5.5,0.5,0.5,16.75
ENSG00000173432,2,2,1,0,0,0,0,2,0,1,1,1,4,2,6.5,2.5,1,7.5,18.5,25,7,7,46
ENSG00000110756,45,295,338,33,19,1449,395,1412,285,959,708,281,558,1327,1533,1266,1169,1883,3360.47,1604.5,2304.33,852,2466.5
ENSG00000110768,228,962,1012,83,40,2266,1268,2430,484,1637,1224,804,1298,2436.17,2727,2032,1886.83,4176,6768,2738.5,4615.67,1851,4285.17
ENSG00000134333,872,4123,4362,194,74,11126,6471,14669,2328,4411,3498,2753,5779,30819.06,16687.78,25290.93,16982.91,22352.52,27450.3,4547.65,31207.41,16342.35,24587.05
ENSG00000166796,0,3,0,0,0,0,1,1,0,0,0,0,0,3.25,2,1.25,0.5,2.04,4,13,2.1,0.5,2.25
ENSG00000166800,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.5,1.5,1.5,1,1.75,1,1.42,0.5,2.42
ENSG00000074319,150,636,676,37,21,1716,960,2080,395,816,604,500,1196,3017,1974.5,2542.5,1992.5,3214.5,4595.83,1149.5,3803,1658,4389.5
ENSG00000151116,66,228,249,24,8,1067,369,1024,180,396,358,164,405,1352.67,974,1141,777.17,1408.67,1918.5,505,1899.5,747.67,1750.5
ENSG00000179119,50,287,288,36,33,784,447,978,155,606,488,380,472,1042,1199.5,970,1200,1061,2516.83,1406,1413,582,1668.5
ENSG00000151117,0,1,1,0,1,1,2,8,1,2,1,3,3,9,11,11,11,8,15,18,6,0,18
ENSG00000179057,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,12,1,0,1
ENSG00000110786,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,1,0,3,0,0,0
ENSG00000170255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000177054,83,245,277,27,7,1158,428,1310,207,557,510,188,364,1340,1080,1097,819.2,1660.5,2676.5,502,2132,821,1609
ENSG00000129170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129173,53,318,354,35,14,538,439,594,77,431,269,360,306,1014,1112,854,776,1107.67,2328,437,1357.5,540,1164
